sample_index,split
101465,train
101467,train
101468,train
101469,train
101470,train
101471,train
101472,train
101473,train
101474,train
101476,train
101477,train
101479,train
101480,train
101481,train
101482,train
101485,train
101487,train
101488,train
101489,train
101491,train
101492,train
101495,train
101496,train
101497,train
101498,train
101500,train
101501,train
101503,train
101504,train
101505,train
101506,train
101507,train
101508,train
101509,train
101510,train
101511,train
101515,train
101516,train
101517,train
101519,train
101520,train
101522,train
101524,train
101525,train
101526,train
101528,train
101530,train
101531,train
101532,train
101533,train
101534,train
101537,train
101538,train
101539,train
101541,train
101542,train
101543,train
101544,train
101546,train
101547,train
101548,train
101549,train
101551,train
101552,train
101555,train
101557,train
101560,train
101563,train
101565,train
101567,train
101568,train
101569,train
101570,train
101571,train
101572,train
101573,train
101574,train
101575,train
101576,train
101577,train
101579,train
101582,train
101583,train
101584,train
101585,train
101587,train
101589,train
101590,train
101593,train
101595,train
101596,train
101597,train
101598,train
101600,train
101601,train
101602,train
101604,train
101605,train
101607,train
101608,train
101610,train
101611,train
101613,train
101614,train
101615,train
101616,train
101617,train
101618,train
101619,train
101621,train
101623,train
101625,train
101626,train
101627,train
101628,train
101629,train
101631,train
101632,train
101634,train
101635,train
101636,train
101637,train
101638,train
101639,train
101640,train
101641,train
101642,train
101643,train
101646,train
101647,train
101648,train
101650,train
101656,train
101657,train
101659,train
101660,train
101661,train
101664,train
101665,train
101666,train
101668,train
101669,train
101670,train
101671,train
101673,train
101674,train
101677,train
101678,train
101679,train
101680,train
101683,train
101684,train
101685,train
101687,train
101689,train
101691,train
101693,train
101694,train
101697,train
101700,train
101701,train
101702,train
101704,train
101705,train
101706,train
101707,train
101708,train
101710,train
101711,train
101712,train
101713,train
101716,train
101718,train
101719,train
101720,train
101723,train
101724,train
101725,train
101726,train
101727,train
101728,train
101729,train
101731,train
101732,train
101733,train
101734,train
101735,train
101737,train
101738,train
101740,train
101741,train
101743,train
101744,train
101745,train
101747,train
101748,train
101750,train
101751,train
101752,train
101755,train
101756,train
101757,train
101758,train
101759,train
101760,train
101761,train
101763,train
101764,train
101765,train
101767,train
101769,train
101773,train
101774,train
101775,train
101776,train
101780,train
101781,train
101782,train
101783,train
101784,train
101785,train
101786,train
101787,train
101788,train
101789,train
101790,train
101791,train
101792,train
101793,train
101794,train
101797,train
101801,train
101802,train
101803,train
101806,train
101807,train
101809,train
101810,train
101811,train
101814,train
101815,train
101817,train
101818,train
101820,train
101821,train
101822,train
101823,train
101825,train
101827,train
101828,train
101829,train
101831,train
101832,train
101833,train
101835,train
101838,train
101839,train
101840,train
101841,train
101842,train
101844,train
101845,train
101846,train
101847,train
101848,train
101849,train
101850,train
101853,train
101855,train
101856,train
101858,train
101859,train
101860,train
101861,train
101862,train
101863,train
101864,train
101865,train
101866,train
101867,train
101868,train
101871,train
101872,train
101873,train
101875,train
101876,train
101877,train
101878,train
101881,train
101882,train
101883,train
101884,train
101885,train
101886,train
101889,train
101891,train
101894,train
101897,train
101902,train
101904,train
101905,train
101906,train
101907,train
101909,train
101911,train
101912,train
101913,train
101914,train
101915,train
101916,train
101918,train
101919,train
101922,train
101924,train
101925,train
101927,train
101928,train
101930,train
101932,train
101935,train
101936,train
101937,train
101938,train
101941,train
101942,train
101944,train
101945,train
101946,train
101947,train
101949,train
101950,train
101951,train
101952,train
101956,train
101957,train
101958,train
101959,train
101962,train
101963,train
101965,train
101966,train
101967,train
101968,train
101969,train
101970,train
101972,train
101973,train
101974,train
101976,train
101977,train
101978,train
101979,train
101980,train
101981,train
101982,train
101984,train
101986,train
101987,train
101988,train
101989,train
101990,train
101991,train
101992,train
101993,train
101994,train
101995,train
101996,train
101998,train
101999,train
102003,train
102005,train
102007,train
102008,train
102009,train
102010,train
102011,train
102013,train
102014,train
102016,train
102017,train
102018,train
102019,train
102020,train
102021,train
102023,train
102024,train
102026,train
102027,train
102029,train
102030,train
102031,train
102032,train
102033,train
102035,train
102037,train
102038,train
102039,train
102040,train
102041,train
102042,train
102043,train
102044,train
102045,train
102049,train
102050,train
102051,train
102052,train
102053,train
102055,train
102056,train
102058,train
102059,train
102060,train
102061,train
102062,train
102063,train
102065,train
102067,train
102068,train
102070,train
102071,train
102072,train
102073,train
102074,train
102075,train
102077,train
102079,train
102080,train
102081,train
102082,train
102083,train
102085,train
102086,train
102087,train
102088,train
102089,train
102091,train
102092,train
102093,train
102096,train
102097,train
102098,train
102100,train
102101,train
102104,train
102105,train
102106,train
102107,train
102108,train
102109,train
102111,train
102114,train
102115,train
102116,train
102117,train
102118,train
102119,train
102121,train
102122,train
102124,train
102125,train
102130,train
102131,train
102132,train
102133,train
102134,train
102136,train
102137,train
102138,train
102139,train
102140,train
102143,train
102145,train
102146,train
102147,train
102148,train
102150,train
102151,train
102154,train
102156,train
102157,train
102158,train
102160,train
102163,train
102166,train
102167,train
102168,train
102171,train
102172,train
102173,train
102174,train
102175,train
102176,train
102177,train
102178,train
102179,train
102180,train
102181,train
102182,train
102184,train
102185,train
102187,train
102188,train
102189,train
102190,train
102191,train
102192,train
102193,train
102194,train
102195,train
102196,train
102197,train
102198,train
102199,train
102200,train
102201,train
102202,train
102203,train
102204,train
102205,train
102206,train
102207,train
102208,train
102209,train
102211,train
102212,train
102213,train
102215,train
102218,train
102219,train
102220,train
102221,train
102224,train
102225,train
102226,train
102227,train
102229,train
102231,train
102233,train
102237,train
102238,train
102239,train
102240,train
102241,train
102244,train
102245,train
102247,train
102248,train
102249,train
102250,train
102253,train
102254,train
102255,train
102256,train
102257,train
102258,train
102259,train
102260,train
102261,train
102262,train
102263,train
102264,train
102267,train
102268,train
102269,train
102270,train
102271,train
102272,train
102273,train
102274,train
102275,train
102276,train
102277,train
102278,train
102279,train
102280,train
102281,train
102283,train
102284,train
102285,train
102286,train
102287,train
102288,train
102290,train
102291,train
102292,train
102293,train
102294,train
102295,train
102297,train
102298,train
102299,train
102300,train
102301,train
102303,train
102304,train
102305,train
102306,train
102307,train
102308,train
102309,train
102310,train
102312,train
102313,train
102314,train
102315,train
102317,train
102319,train
102320,train
102322,train
102323,train
102324,train
102325,train
102326,train
102327,train
102328,train
102329,train
102333,train
102334,train
102335,train
102337,train
102341,train
102343,train
102345,train
102347,train
102348,train
102350,train
102352,train
102354,train
102357,train
102358,train
102359,train
102360,train
102361,train
102363,train
102364,train
102365,train
102366,train
102367,train
102368,train
102369,train
102370,train
102373,train
102374,train
102380,train
102381,train
102382,train
102384,train
102388,train
102389,train
102390,train
102391,train
102392,train
102394,train
102395,train
102397,train
102398,train
102399,train
102400,train
102402,train
102404,train
102406,train
102408,train
102409,train
102410,train
102413,train
102414,train
102416,train
102418,train
102421,train
102426,train
102427,train
102428,train
102429,train
102433,train
102434,train
102435,train
102436,train
102438,train
102439,train
102442,train
102445,train
102447,train
102448,train
102449,train
102450,train
102452,train
102453,train
102454,train
102455,train
102456,train
102457,train
102459,train
102460,train
102461,train
102464,train
102465,train
102466,train
102467,train
102469,train
102470,train
102471,train
102472,train
102473,train
102474,train
102476,train
102479,train
102480,train
102481,train
102482,train
102483,train
102486,train
102487,train
102488,train
102490,train
102493,train
102494,train
102495,train
102496,train
102497,train
102498,train
102499,train
102500,train
102501,train
102503,train
102504,train
102505,train
102508,train
102509,train
102510,train
102511,train
102513,train
102515,train
102516,train
102517,train
102518,train
102520,train
102521,train
102522,train
102523,train
102524,train
102525,train
102526,train
102527,train
102528,train
102530,train
102531,train
102532,train
102533,train
102536,train
102537,train
102540,train
102541,train
102542,train
102543,train
102545,train
102546,train
102547,train
102548,train
102553,train
102554,train
102558,train
102560,train
102561,train
102563,train
102564,train
102565,train
102566,train
102567,train
102568,train
102572,train
102573,train
102576,train
102577,train
102580,train
102581,train
102583,train
102586,train
102587,train
102588,train
102589,train
102590,train
102591,train
102592,train
102594,train
102595,train
102597,train
102598,train
102601,train
102602,train
102603,train
102604,train
102605,train
102607,train
102608,train
102609,train
102610,train
102611,train
102612,train
102616,train
102617,train
102618,train
102619,train
102620,train
102621,train
102622,train
102623,train
102624,train
102627,train
102631,train
102632,train
102633,train
102634,train
102635,train
102636,train
102640,train
102641,train
102643,train
102644,train
102645,train
102646,train
102647,train
102649,train
102650,train
102651,train
102653,train
102654,train
102655,train
102657,train
102658,train
102659,train
102660,train
102661,train
102662,train
102664,train
102665,train
102666,train
102667,train
102669,train
102670,train
102673,train
102675,train
102676,train
102677,train
102679,train
102681,train
102682,train
102683,train
102686,train
102688,train
102689,train
102690,train
102692,train
102694,train
102695,train
102699,train
102700,train
102701,train
102702,train
102703,train
102704,train
102705,train
102706,train
102707,train
102708,train
102710,train
102711,train
102713,train
102714,train
102715,train
102717,train
102718,train
102721,train
102722,train
102724,train
102729,train
102730,train
102732,train
102733,train
102737,train
102738,train
102739,train
102740,train
102741,train
102742,train
102745,train
102747,train
102748,train
102749,train
102750,train
102751,train
102752,train
102753,train
102754,train
102755,train
102757,train
102758,train
102760,train
102761,train
102763,train
102764,train
102765,train
102768,train
102770,train
102771,train
102773,train
102776,train
102777,train
102778,train
102779,train
102781,train
102782,train
102783,train
102784,train
102785,train
102786,train
102787,train
102788,train
102789,train
102792,train
102793,train
102794,train
102795,train
102797,train
102800,train
102802,train
102803,train
102804,train
102805,train
102806,train
102807,train
102808,train
102810,train
102811,train
102812,train
102813,train
102814,train
102819,train
102820,train
102821,train
102822,train
102823,train
102825,train
102826,train
102827,train
102828,train
102830,train
102831,train
102833,train
102837,train
102839,train
102840,train
102841,train
102842,train
102843,train
102844,train
102845,train
102846,train
102847,train
102848,train
102849,train
102852,train
102853,train
102854,train
102856,train
102857,train
102858,train
102860,train
102861,train
102863,train
102866,train
102867,train
102868,train
102869,train
102870,train
102871,train
102872,train
102873,train
102874,train
102876,train
102877,train
102878,train
102879,train
102881,train
102883,train
102884,train
102885,train
102886,train
102888,train
102890,train
102891,train
102893,train
102894,train
102895,train
102896,train
102898,train
102900,train
102901,train
102902,train
102905,train
102906,train
102907,train
102908,train
102909,train
102910,train
102912,train
102913,train
102914,train
102916,train
102917,train
102918,train
102919,train
102920,train
102921,train
102922,train
102923,train
102924,train
102925,train
102926,train
102928,train
102930,train
102931,train
102933,train
102934,train
102935,train
102936,train
102937,train
102938,train
102939,train
102940,train
102942,train
102945,train
102946,train
102947,train
102948,train
102949,train
102950,train
102951,train
102952,train
102953,train
102954,train
102955,train
102956,train
102958,train
102959,train
102960,train
102961,train
102962,train
102963,train
102965,train
102966,train
102967,train
102968,train
102969,train
102970,train
102972,train
102973,train
102974,train
102976,train
102979,train
102982,train
102984,train
102985,train
102986,train
102988,train
102990,train
102991,train
102994,train
102995,train
102997,train
103000,train
103001,train
103003,train
103004,train
103005,train
103006,train
103007,train
103008,train
103010,train
103011,train
103012,train
103014,train
103015,train
103016,train
103017,train
103018,train
103019,train
103020,train
103021,train
103023,train
103027,train
103028,train
103029,train
103033,train
103034,train
103037,train
103038,train
103041,train
103042,train
103044,train
103045,train
103048,train
103049,train
103050,train
103052,train
103056,train
103057,train
103058,train
103059,train
103061,train
103063,train
103064,train
103067,train
103068,train
103070,train
103071,train
103072,train
103073,train
103074,train
103075,train
103076,train
103077,train
103078,train
103079,train
103080,train
103083,train
103084,train
103085,train
103086,train
103087,train
103088,train
103092,train
103093,train
103095,train
103096,train
103097,train
103099,train
103100,train
103102,train
103103,train
103105,train
103106,train
103107,train
103109,train
103110,train
103112,train
103114,train
103116,train
103117,train
103118,train
103119,train
103120,train
103122,train
103123,train
103124,train
103125,train
103126,train
103127,train
103128,train
103129,train
103130,train
103131,train
103132,train
103133,train
103134,train
103135,train
103136,train
103137,train
103139,train
103140,train
103141,train
103143,train
103144,train
103145,train
103146,train
103147,train
103148,train
103150,train
103154,train
103155,train
103156,train
103157,train
103160,train
103161,train
103162,train
103165,train
103168,train
103169,train
103170,train
103173,train
103175,train
103178,train
103180,train
103181,train
103182,train
103183,train
103184,train
103185,train
103186,train
103188,train
103189,train
103192,train
103193,train
103194,train
103195,train
103197,train
103199,train
103202,train
103203,train
103204,train
103207,train
103208,train
103210,train
103211,train
103212,train
103214,train
103216,train
103217,train
103218,train
103219,train
103220,train
103222,train
103223,train
103225,train
103227,train
103228,train
103231,train
103232,train
103234,train
103235,train
103236,train
103237,train
103239,train
103240,train
103241,train
103244,train
103246,train
103247,train
103248,train
103249,train
103252,train
103253,train
103257,train
103258,train
103260,train
103261,train
103262,train
103264,train
103266,train
103268,train
103269,train
103270,train
103272,train
103273,train
103275,train
103276,train
103277,train
103278,train
103279,train
103280,train
103281,train
103283,train
103284,train
103285,train
103286,train
103288,train
103289,train
103292,train
103293,train
103294,train
103295,train
103296,train
103298,train
103299,train
103300,train
103302,train
103303,train
103305,train
103306,train
103307,train
103308,train
103311,train
103313,train
103315,train
103320,train
103321,train
103322,train
103323,train
103324,train
103325,train
103326,train
103328,train
103330,train
103332,train
103333,train
103334,train
103335,train
103337,train
103338,train
103339,train
103342,train
103345,train
103346,train
103347,train
103349,train
103350,train
103351,train
103352,train
103353,train
103355,train
103356,train
103357,train
103359,train
103360,train
103361,train
103362,train
103363,train
103364,train
103366,train
103367,train
103369,train
103370,train
103373,train
103374,train
103375,train
103376,train
103378,train
103381,train
103382,train
103383,train
103384,train
103385,train
103386,train
103388,train
103389,train
103390,train
103391,train
103393,train
103394,train
103395,train
103396,train
103397,train
103400,train
103402,train
103403,train
103404,train
103408,train
103410,train
103411,train
103413,train
103414,train
103415,train
103416,train
103417,train
103418,train
103419,train
103420,train
103421,train
103422,train
103424,train
103425,train
103426,train
103428,train
103429,train
103431,train
103432,train
103433,train
103434,train
103435,train
103436,train
103437,train
103441,train
103442,train
103444,train
103445,train
103449,train
103450,train
103452,train
103453,train
103455,train
103456,train
103457,train
103458,train
103459,train
103460,train
103461,train
103462,train
103463,train
103464,train
103465,train
103466,train
103467,train
103469,train
103471,train
103472,train
103473,train
103475,train
103476,train
103477,train
103478,train
103479,train
103480,train
103481,train
103482,train
103484,train
103485,train
103487,train
103488,train
103489,train
103491,train
103495,train
103496,train
103499,train
103500,train
103501,train
103502,train
103503,train
103504,train
103505,train
103506,train
103508,train
103509,train
103510,train
103512,train
103518,train
103519,train
103520,train
103523,train
103525,train
103526,train
103528,train
103529,train
103531,train
103532,train
103534,train
103535,train
103536,train
103538,train
103539,train
103541,train
103542,train
103543,train
103544,train
103545,train
103548,train
103549,train
103551,train
103552,train
103553,train
103555,train
103556,train
103557,train
103558,train
103559,train
103560,train
103561,train
103562,train
103563,train
103565,train
103566,train
103567,train
103568,train
103569,train
103571,train
103572,train
103575,train
103576,train
103577,train
103578,train
103579,train
103581,train
103582,train
103584,train
103585,train
103586,train
103589,train
103590,train
103591,train
103593,train
103596,train
103597,train
103598,train
103600,train
103601,train
103602,train
103603,train
103604,train
103605,train
103606,train
103607,train
103608,train
103609,train
103610,train
103612,train
103614,train
103615,train
103617,train
103618,train
103619,train
103620,train
103621,train
103622,train
103623,train
103624,train
103625,train
103626,train
103627,train
103628,train
103630,train
103631,train
103632,train
103633,train
103634,train
103637,train
103638,train
103640,train
103641,train
103642,train
103643,train
103644,train
103645,train
103646,train
103647,train
103649,train
103650,train
103651,train
103652,train
103656,train
103658,train
103659,train
103660,train
103661,train
103662,train
103663,train
103665,train
103666,train
103667,train
103668,train
103669,train
103670,train
103671,train
103672,train
103675,train
103676,train
103677,train
103678,train
103679,train
103682,train
103683,train
103684,train
103685,train
103686,train
103689,train
103690,train
103692,train
103693,train
103695,train
103697,train
103698,train
103699,train
103700,train
103701,train
103702,train
103703,train
103704,train
103705,train
103708,train
103710,train
103712,train
103713,train
103715,train
103716,train
103717,train
103718,train
103719,train
103723,train
103725,train
103728,train
103729,train
103730,train
103732,train
103734,train
103735,train
103736,train
103737,train
103738,train
103740,train
103741,train
103742,train
103743,train
103744,train
103746,train
103747,train
103748,train
103749,train
103750,train
103751,train
103753,train
103754,train
103756,train
103757,train
103758,train
103760,train
103761,train
103762,train
103763,train
103766,train
103767,train
103768,train
103769,train
103771,train
103772,train
103775,train
103777,train
103778,train
103779,train
103780,train
103785,train
103786,train
103787,train
103789,train
103790,train
103791,train
103793,train
103794,train
103795,train
103796,train
103797,train
103799,train
103801,train
103802,train
103803,train
103804,train
103806,train
103808,train
103809,train
103810,train
103811,train
103812,train
103813,train
103814,train
103817,train
103818,train
103819,train
103820,train
103821,train
103822,train
103824,train
103825,train
103826,train
103828,train
103829,train
103830,train
103832,train
103833,train
103834,train
103835,train
103837,train
103839,train
103840,train
103842,train
103846,train
103847,train
103849,train
103850,train
103851,train
103853,train
103854,train
103855,train
103856,train
103857,train
103858,train
103859,train
103860,train
103861,train
103862,train
103863,train
103864,train
103865,train
103866,train
103867,train
103868,train
103870,train
103872,train
103874,train
103875,train
103876,train
103878,train
103880,train
103881,train
103882,train
103883,train
103885,train
103886,train
103887,train
103888,train
103889,train
103890,train
103891,train
103892,train
103894,train
103895,train
103896,train
103897,train
103898,train
103899,train
103901,train
103902,train
103903,train
103904,train
103906,train
103907,train
103910,train
103912,train
103913,train
103914,train
103915,train
103916,train
103917,train
103918,train
103919,train
103921,train
103922,train
103926,train
103927,train
103928,train
103929,train
103931,train
103932,train
103934,train
103935,train
103936,train
103937,train
103940,train
103942,train
103944,train
103945,train
103947,train
103951,train
103952,train
103954,train
103956,train
103957,train
103958,train
103960,train
103962,train
103963,train
103966,train
103971,train
103972,train
103973,train
103978,train
103979,train
103980,train
103982,train
103983,train
103984,train
103985,train
103986,train
103987,train
103988,train
103989,train
103991,train
103992,train
103993,train
103994,train
103995,train
103996,train
103997,train
103998,train
103999,train
104001,train
104002,train
104003,train
104005,train
104007,train
104008,train
104011,train
104012,train
104013,train
104015,train
104019,train
104020,train
104021,train
104024,train
104025,train
104026,train
104027,train
104029,train
104030,train
104032,train
104034,train
104035,train
104036,train
104037,train
104039,train
104040,train
104041,train
104042,train
104043,train
104045,train
104047,train
104048,train
104049,train
104050,train
104052,train
104053,train
104054,train
104055,train
104059,train
104060,train
104061,train
104062,train
104063,train
104064,train
104065,train
104066,train
104067,train
104068,train
104072,train
104073,train
104074,train
104075,train
104079,train
104082,train
104085,train
104087,train
104090,train
104091,train
104093,train
104094,train
104095,train
104096,train
104098,train
104099,train
104100,train
104102,train
104103,train
104104,train
104106,train
104108,train
104109,train
104110,train
104112,train
104113,train
104115,train
104116,train
104117,train
104118,train
104119,train
104120,train
104123,train
104125,train
104126,train
104127,train
104128,train
104129,train
104130,train
104131,train
104132,train
104133,train
104134,train
104136,train
104137,train
104138,train
104139,train
104140,train
104141,train
104142,train
104143,train
104144,train
104145,train
104147,train
104149,train
104150,train
104151,train
104152,train
104153,train
104155,train
104156,train
104157,train
104158,train
104162,train
104163,train
104164,train
104165,train
104167,train
104170,train
104171,train
104174,train
104175,train
104176,train
104179,train
104180,train
104182,train
104183,train
104185,train
104187,train
104188,train
104191,train
104193,train
104194,train
104195,train
104197,train
104199,train
104200,train
104201,train
104202,train
104203,train
104205,train
104206,train
104208,train
104209,train
104211,train
104213,train
104215,train
104216,train
104217,train
104218,train
104219,train
104221,train
104222,train
104223,train
104224,train
104225,train
104226,train
104227,train
104228,train
104229,train
104230,train
104232,train
104233,train
104234,train
104235,train
104236,train
104240,train
104243,train
104244,train
104246,train
104248,train
104249,train
104253,train
104254,train
104255,train
104256,train
104260,train
104261,train
104262,train
104264,train
104265,train
104266,train
104267,train
104268,train
104269,train
104270,train
104271,train
104272,train
104273,train
104277,train
104279,train
104281,train
104282,train
104283,train
104285,train
104287,train
104292,train
104293,train
104294,train
104297,train
104298,train
104299,train
104301,train
104302,train
104303,train
104304,train
104306,train
104307,train
104308,train
104309,train
104310,train
104312,train
104313,train
104314,train
104315,train
104318,train
104319,train
104320,train
104321,train
104322,train
104323,train
104324,train
104325,train
104326,train
104327,train
104331,train
104334,train
104336,train
104337,train
104338,train
104339,train
104340,train
104341,train
104343,train
104345,train
104348,train
104349,train
104351,train
104353,train
104355,train
104356,train
104357,train
104359,train
104360,train
104361,train
104362,train
104363,train
104364,train
104365,train
104366,train
104367,train
104368,train
104369,train
104370,train
104371,train
104372,train
104373,train
104374,train
104375,train
104376,train
104377,train
104378,train
104379,train
104380,train
104384,train
104386,train
104389,train
104390,train
104391,train
104392,train
104393,train
104394,train
104395,train
104396,train
104397,train
104400,train
104403,train
104404,train
104405,train
104406,train
104408,train
104410,train
104413,train
104414,train
104415,train
104416,train
104417,train
104418,train
104419,train
104422,train
104424,train
104425,train
104426,train
104427,train
104428,train
104429,train
104430,train
104431,train
104432,train
104433,train
104434,train
104435,train
104437,train
104438,train
104440,train
104443,train
104444,train
104446,train
104447,train
104450,train
104454,train
104457,train
104458,train
104459,train
104460,train
104461,train
104463,train
104465,train
104466,train
104467,train
104468,train
104470,train
104471,train
104472,train
104473,train
104474,train
104475,train
104476,train
104477,train
104478,train
104479,train
104481,train
104483,train
104485,train
104487,train
104490,train
104493,train
104496,train
104497,train
104498,train
104499,train
104501,train
104502,train
104503,train
104504,train
104505,train
104508,train
104510,train
104511,train
104512,train
104513,train
104514,train
104516,train
104517,train
104518,train
104519,train
104520,train
104521,train
104523,train
104524,train
104525,train
104526,train
104527,train
104528,train
104529,train
104530,train
104531,train
104532,train
104533,train
104535,train
104538,train
104539,train
104540,train
104541,train
104542,train
104544,train
104545,train
104551,train
104552,train
104553,train
104554,train
104555,train
104558,train
104559,train
104560,train
104562,train
104563,train
104564,train
104567,train
104568,train
104569,train
104570,train
104572,train
104573,train
104574,train
104575,train
104577,train
104578,train
104579,train
104580,train
104582,train
104585,train
104586,train
104588,train
104589,train
104590,train
104591,train
104593,train
104594,train
104595,train
104596,train
104597,train
104598,train
104599,train
104600,train
104601,train
104604,train
104606,train
104607,train
104608,train
104609,train
104613,train
104615,train
104618,train
104622,train
104623,train
104624,train
104625,train
104627,train
104628,train
104629,train
104630,train
104631,train
104633,train
104634,train
104635,train
104636,train
104638,train
104639,train
104640,train
104642,train
104643,train
104644,train
104648,train
104649,train
104652,train
104653,train
104654,train
104656,train
104657,train
104659,train
104660,train
104663,train
104664,train
104665,train
104666,train
104667,train
104668,train
104669,train
104671,train
104674,train
104675,train
104676,train
104677,train
104678,train
104679,train
104680,train
104683,train
104684,train
104685,train
104686,train
104687,train
104689,train
104690,train
104691,train
104693,train
104694,train
104695,train
104696,train
104697,train
104699,train
104700,train
104701,train
104702,train
104703,train
104704,train
104705,train
104706,train
104707,train
104710,train
104711,train
104712,train
104713,train
104715,train
104716,train
104717,train
104718,train
104719,train
104720,train
104721,train
104723,train
104724,train
104725,train
104726,train
104728,train
104730,train
104733,train
104734,train
104735,train
104737,train
104740,train
104741,train
104742,train
104743,train
104745,train
104746,train
104748,train
104751,train
104752,train
104756,train
104757,train
104759,train
104760,train
104761,train
104762,train
104763,train
104764,train
104766,train
104767,train
104769,train
104770,train
104771,train
104772,train
104773,train
104774,train
104775,train
104776,train
104777,train
104778,train
104779,train
104781,train
104782,train
104783,train
104784,train
104785,train
104786,train
104787,train
104788,train
104789,train
104791,train
104792,train
104793,train
104795,train
104796,train
104797,train
104799,train
104801,train
104802,train
104803,train
104804,train
104806,train
104807,train
104809,train
104811,train
104812,train
104815,train
104816,train
104817,train
104819,train
104820,train
104821,train
104823,train
104824,train
104825,train
104826,train
104829,train
104830,train
104831,train
104833,train
104834,train
104835,train
104836,train
104837,train
104838,train
104840,train
104843,train
104845,train
104846,train
104848,train
104849,train
104850,train
104853,train
104854,train
104858,train
104859,train
104860,train
104862,train
104864,train
104866,train
104868,train
104869,train
104870,train
104871,train
104872,train
104875,train
104876,train
104877,train
104878,train
104879,train
104880,train
104881,train
104882,train
104885,train
104886,train
104887,train
104888,train
104889,train
104890,train
104891,train
104892,train
104894,train
104896,train
104897,train
104898,train
104903,train
104904,train
104905,train
104906,train
104907,train
104908,train
104910,train
104912,train
104916,train
104917,train
104921,train
104922,train
104923,train
104924,train
104925,train
104926,train
104927,train
104928,train
104930,train
104931,train
104932,train
104933,train
104934,train
104935,train
104936,train
104937,train
104938,train
104940,train
104941,train
104942,train
104944,train
104945,train
104946,train
104947,train
104948,train
104949,train
104950,train
104951,train
104953,train
104955,train
104956,train
104958,train
104959,train
104960,train
104962,train
104963,train
104964,train
104965,train
104966,train
104967,train
104971,train
104972,train
104973,train
104975,train
104976,train
104979,train
104980,train
104981,train
104982,train
104983,train
104984,train
104986,train
104987,train
104989,train
104992,train
104994,train
104995,train
104996,train
104997,train
104998,train
104999,train
105000,train
105002,train
105003,train
105004,train
105005,train
105007,train
105010,train
105011,train
105012,train
105013,train
105014,train
105015,train
105016,train
105017,train
105018,train
105019,train
105020,train
105021,train
105022,train
105023,train
105024,train
105025,train
105026,train
105027,train
105031,train
105032,train
105033,train
105034,train
105035,train
105036,train
105038,train
105039,train
105040,train
105042,train
105043,train
105045,train
105048,train
105052,train
105053,train
105054,train
105056,train
105057,train
105058,train
105061,train
105062,train
105065,train
105066,train
105067,train
105068,train
105071,train
105072,train
105074,train
105075,train
105076,train
105077,train
105078,train
105082,train
105084,train
105085,train
105086,train
105087,train
105088,train
105090,train
105091,train
105093,train
105094,train
105095,train
105097,train
105099,train
105102,train
105103,train
105104,train
105105,train
105107,train
105108,train
105109,train
105110,train
105114,train
105115,train
105116,train
105118,train
105119,train
105120,train
105122,train
105123,train
105124,train
105125,train
105128,train
105129,train
105130,train
105132,train
105134,train
105135,train
105138,train
105139,train
105140,train
105141,train
105142,train
105143,train
105145,train
105146,train
105148,train
105150,train
105151,train
105152,train
105153,train
105154,train
105156,train
105157,train
105158,train
105159,train
105160,train
105161,train
105163,train
105164,train
105165,train
105167,train
105168,train
105169,train
105171,train
105173,train
105174,train
105175,train
105176,train
105177,train
105179,train
105183,train
105184,train
105185,train
105186,train
105188,train
105189,train
105190,train
105193,train
105194,train
105195,train
105199,train
105200,train
105201,train
105202,train
105203,train
105204,train
105205,train
105206,train
105207,train
105208,train
105210,train
105212,train
105213,train
105214,train
105215,train
105216,train
105218,train
105220,train
105221,train
105222,train
105223,train
105224,train
105225,train
105226,train
105227,train
105231,train
105232,train
105233,train
105234,train
105237,train
105238,train
105240,train
105241,train
105242,train
105244,train
105247,train
105248,train
105250,train
105251,train
105253,train
105254,train
105256,train
105257,train
105258,train
105259,train
105261,train
105262,train
105263,train
105264,train
105269,train
105271,train
105272,train
105273,train
105274,train
105276,train
105277,train
105278,train
105279,train
105280,train
105282,train
105283,train
105284,train
105285,train
105286,train
105287,train
105288,train
105289,train
105290,train
105293,train
105294,train
105296,train
105297,train
105298,train
105299,train
105300,train
105301,train
105303,train
105304,train
105305,train
105306,train
105307,train
105308,train
105309,train
105310,train
105311,train
105312,train
105313,train
105314,train
105316,train
105317,train
105319,train
105320,train
105321,train
105322,train
105323,train
105324,train
105325,train
105327,train
105328,train
105330,train
105331,train
105334,train
105335,train
105337,train
105338,train
105340,train
105342,train
105343,train
105345,train
105348,train
105350,train
105351,train
105352,train
105353,train
105354,train
105355,train
105356,train
105358,train
105359,train
105360,train
105361,train
105363,train
105366,train
105367,train
105368,train
105369,train
105370,train
105371,train
105372,train
105374,train
105375,train
105377,train
105378,train
105379,train
105380,train
105381,train
105382,train
105383,train
105384,train
105385,train
105386,train
105387,train
105388,train
105389,train
105390,train
105391,train
105392,train
105393,train
105394,train
105396,train
105398,train
105399,train
105400,train
105401,train
105402,train
105403,train
105405,train
105406,train
105407,train
105408,train
105410,train
105411,train
105412,train
105414,train
105415,train
105416,train
105417,train
105419,train
105421,train
105425,train
105426,train
105429,train
105430,train
105431,train
105432,train
105433,train
105435,train
105436,train
105437,train
105438,train
105439,train
105440,train
105441,train
105442,train
105443,train
105445,train
105448,train
105450,train
105451,train
105455,train
105456,train
105457,train
105458,train
105459,train
105460,train
105462,train
105466,train
105467,train
